Disease_pair,Disease_A,Disease_B,RR,Comorbidity_RR=0,Comorbidity_RR=1
arrhythmias_cardiac & heart_defects_congenital,arrhythmias_cardiac,heart_defects_congenital,0.890363,0,1
alzheimer_disease & parkinsonian_disorders,alzheimer_disease,parkinsonian_disorders,0.890363,0,1
glioma & spondylitis,glioma,spondylitis,0.890325,0,1
cerebellar_ataxia & leukemia_lymphocytic_chronic_b_cell,cerebellar_ataxia,leukemia_lymphocytic_chronic_b_cell,0.890267,0,1
leukemia_lymphocytic_chronic_b_cell & spastic_paraplegia_hereditary,leukemia_lymphocytic_chronic_b_cell,spastic_paraplegia_hereditary,0.890267,0,1
leukemia_lymphocytic_chronic_b_cell & spinocerebellar_degenerations,leukemia_lymphocytic_chronic_b_cell,spinocerebellar_degenerations,0.890267,0,1
diabetes_mellitus_type_1 & lymphatic_diseases,diabetes_mellitus_type_1,lymphatic_diseases,0.890148,0,1
asthma & liver_cirrhosis,asthma,liver_cirrhosis,0.889987,0,1
asthma & liver_cirrhosis_biliary,asthma,liver_cirrhosis_biliary,0.889987,0,1
crohn_disease & intellectual_disability,crohn_disease,intellectual_disability,0.889876,0,1
bile_duct_diseases & liver_cirrhosis,bile_duct_diseases,liver_cirrhosis,0.889579,0,1
endocrine_system_diseases & vascular_diseases,endocrine_system_diseases,vascular_diseases,0.889579,0,1
diabetes_mellitus_type_1 & psoriasis,diabetes_mellitus_type_1,psoriasis,0.889579,0,1
liver_cirrhosis & psoriasis,liver_cirrhosis,psoriasis,0.889579,0,1
joint_diseases & spinocerebellar_degenerations,joint_diseases,spinocerebellar_degenerations,0.889083,0,1
crohn_disease & varicose_veins,crohn_disease,varicose_veins,0.888856,0,1
breast_diseases & myeloproliferative_disorders,breast_diseases,myeloproliferative_disorders,0.888601,0,1
breast_diseases & muscular_diseases,breast_diseases,muscular_diseases,0.888529,0,1
cardiomyopathies & dementia,cardiomyopathies,dementia,0.888298,0,1
cardiomyopathy_hypertrophic & dementia,cardiomyopathy_hypertrophic,dementia,0.888298,0,1
aneurysm & colorectal_neoplasms,aneurysm,colorectal_neoplasms,0.887793,0,1
cardiomyopathies & nervous_system_diseases,cardiomyopathies,nervous_system_diseases,0.887478,0,1
cardiomyopathy_hypertrophic & nervous_system_diseases,cardiomyopathy_hypertrophic,nervous_system_diseases,0.887478,0,1
peripheral_nervous_system_diseases & varicose_veins,peripheral_nervous_system_diseases,varicose_veins,0.887298,0,1
arthritis_rheumatoid & leprosy,arthritis_rheumatoid,leprosy,0.887202,0,1
blood_platelet_disorders & goiter,blood_platelet_disorders,goiter,0.886834,0,1
esophageal_diseases & purine_pyrimidine_metabolism_inborn_errors,esophageal_diseases,purine_pyrimidine_metabolism_inborn_errors,0.886787,0,1
carcinoma_renal_cell & spinocerebellar_degenerations,carcinoma_renal_cell,spinocerebellar_degenerations,0.88645,0,1
heart_arrest & joint_diseases,heart_arrest,joint_diseases,0.886292,0,1
hypothalamic_diseases & spastic_paraplegia_hereditary,hypothalamic_diseases,spastic_paraplegia_hereditary,0.886216,0,1
lupus_erythematosus_systemic & vascular_diseases,lupus_erythematosus_systemic,vascular_diseases,0.885991,0,1
lupus_erythematosus_systemic & parkinsonian_disorders,lupus_erythematosus_systemic,parkinsonian_disorders,0.885552,0,1
endocrine_system_diseases & leprosy,endocrine_system_diseases,leprosy,0.885241,0,1
leprosy & thyroid_diseases,leprosy,thyroid_diseases,0.885241,0,1
leukemia_myeloid_acute & neoplasms_germ_cell_and_embryonal,leukemia_myeloid_acute,neoplasms_germ_cell_and_embryonal,0.885196,0,1
leukemia_myeloid_acute & ovarian_neoplasms,leukemia_myeloid_acute,ovarian_neoplasms,0.885196,0,1
asthma & death_sudden,asthma,death_sudden,0.884707,0,1
amyotrophic_lateral_sclerosis & aneurysm,amyotrophic_lateral_sclerosis,aneurysm,0.884616,0,1
aneurysm & motor_neuron_disease,aneurysm,motor_neuron_disease,0.884616,0,1
arthritis_rheumatoid & cerebellar_ataxia,arthritis_rheumatoid,cerebellar_ataxia,0.884073,0,1
cardiomyopathies & cranial_nerve_diseases,cardiomyopathies,cranial_nerve_diseases,0.883942,0,1
cardiomyopathy_hypertrophic & cranial_nerve_diseases,cardiomyopathy_hypertrophic,cranial_nerve_diseases,0.883942,0,1
arterial_occlusive_diseases & carcinoma_renal_cell,arterial_occlusive_diseases,carcinoma_renal_cell,0.883818,0,1
cardiomegaly & lymphoma,cardiomegaly,lymphoma,0.883736,0,1
cardiomyopathies & uveitis,cardiomyopathies,uveitis,0.883472,0,1
cardiomyopathy_hypertrophic & uveitis,cardiomyopathy_hypertrophic,uveitis,0.883472,0,1
albuminuria & breast_diseases,albuminuria,breast_diseases,0.882922,0,1
breast_diseases & proteinuria,breast_diseases,proteinuria,0.882922,0,1
head_and_neck_neoplasms & joint_diseases,head_and_neck_neoplasms,joint_diseases,0.882844,0,1
breast_neoplasms & osteoporosis,breast_neoplasms,osteoporosis,0.882639,0,1
arthritis_rheumatoid & parkinsonian_disorders,arthritis_rheumatoid,parkinsonian_disorders,0.882553,0,1
hyperthyroidism & lymphatic_diseases,hyperthyroidism,lymphatic_diseases,0.882207,0,1
gout & mycobacterium_infections,gout,mycobacterium_infections,0.881718,0,1
arthritis_rheumatoid & myocardial_infarction,arthritis_rheumatoid,myocardial_infarction,0.881666,0,1
arthritis_rheumatoid & myocardial_ischemia,arthritis_rheumatoid,myocardial_ischemia,0.881666,0,1
bile_duct_diseases & exophthalmos,bile_duct_diseases,exophthalmos,0.881662,0,1
arthritis_rheumatoid & coronary_artery_disease,arthritis_rheumatoid,coronary_artery_disease,0.881652,0,1
diabetes_mellitus_type_2 & macular_degeneration,diabetes_mellitus_type_2,macular_degeneration,0.881084,0,1
neoplasms & spondylitis,neoplasms,spondylitis,0.880894,0,1
gastroenteritis & spinal_cord_diseases,gastroenteritis,spinal_cord_diseases,0.880891,0,1
aneurysm & metabolism_inborn_errors,aneurysm,metabolism_inborn_errors,0.880837,0,1
colorectal_neoplasms & pancreatic_diseases,colorectal_neoplasms,pancreatic_diseases,0.880736,0,1
dementia & spinal_cord_diseases,dementia,spinal_cord_diseases,0.880477,0,1
coronary_artery_disease & spastic_paraplegia_hereditary,coronary_artery_disease,spastic_paraplegia_hereditary,0.880387,0,1
carcinoma_renal_cell & celiac_disease,carcinoma_renal_cell,celiac_disease,0.880353,0,1
carcinoma_renal_cell & malabsorption_syndromes,carcinoma_renal_cell,malabsorption_syndromes,0.880353,0,1
bile_duct_diseases & neoplasms_germ_cell_and_embryonal,bile_duct_diseases,neoplasms_germ_cell_and_embryonal,0.880214,0,1
bile_duct_diseases & ovarian_neoplasms,bile_duct_diseases,ovarian_neoplasms,0.880214,0,1
immune_system_diseases & prostatic_neoplasms,immune_system_diseases,prostatic_neoplasms,0.880156,0,1
diabetes_mellitus_type_2 & hypotrichosis,diabetes_mellitus_type_2,hypotrichosis,0.879804,0,1
esophageal_diseases & neoplasms_germ_cell_and_embryonal,esophageal_diseases,neoplasms_germ_cell_and_embryonal,0.879734,0,1
esophageal_diseases & ovarian_neoplasms,esophageal_diseases,ovarian_neoplasms,0.879734,0,1
alzheimer_disease & blood_platelet_disorders,alzheimer_disease,blood_platelet_disorders,0.87967,0,1
coronary_artery_disease & hypothalamic_diseases,coronary_artery_disease,hypothalamic_diseases,0.879565,0,1
autoimmune_diseases & thyroid_diseases,autoimmune_diseases,thyroid_diseases,0.87947,0,1
diabetes_mellitus_type_1 & head_and_neck_neoplasms,diabetes_mellitus_type_1,head_and_neck_neoplasms,0.879364,0,1
hypothalamic_diseases & myocardial_infarction,hypothalamic_diseases,myocardial_infarction,0.879333,0,1
hypothalamic_diseases & myocardial_ischemia,hypothalamic_diseases,myocardial_ischemia,0.879333,0,1
endocrine_system_diseases & genital_diseases_female,endocrine_system_diseases,genital_diseases_female,0.879246,0,1
genital_diseases_female & thyroid_diseases,genital_diseases_female,thyroid_diseases,0.879246,0,1
myeloproliferative_disorders & prostatic_neoplasms,myeloproliferative_disorders,prostatic_neoplasms,0.879172,0,1
basal_ganglia_diseases & crohn_disease,basal_ganglia_diseases,crohn_disease,0.879071,0,1
amyotrophic_lateral_sclerosis & anemia_hemolytic,amyotrophic_lateral_sclerosis,anemia_hemolytic,0.879032,0,1
anemia_hemolytic & motor_neuron_disease,anemia_hemolytic,motor_neuron_disease,0.879032,0,1
goiter & leukemia_lymphocytic_chronic_b_cell,goiter,leukemia_lymphocytic_chronic_b_cell,0.8785,0,1
arthritis & malabsorption_syndromes,arthritis,malabsorption_syndromes,0.878351,0,1
uveal_diseases & varicose_veins,uveal_diseases,varicose_veins,0.878351,0,1
precursor_cell_lymphoblastic_leukemia_lymphoma & psoriasis,precursor_cell_lymphoblastic_leukemia_lymphoma,psoriasis,0.878181,0,1
cardiomyopathies & crohn_disease,cardiomyopathies,crohn_disease,0.878117,0,1
cardiomyopathy_hypertrophic & crohn_disease,cardiomyopathy_hypertrophic,crohn_disease,0.878117,0,1
glioma & neoplasms_germ_cell_and_embryonal,glioma,neoplasms_germ_cell_and_embryonal,0.87809,0,1
autoimmune_diseases & myocardial_infarction,autoimmune_diseases,myocardial_infarction,0.878075,0,1
autoimmune_diseases & myocardial_ischemia,autoimmune_diseases,myocardial_ischemia,0.878075,0,1
autoimmune_diseases & coronary_artery_disease,autoimmune_diseases,coronary_artery_disease,0.878061,0,1
bile_duct_diseases & respiratory_tract_diseases,bile_duct_diseases,respiratory_tract_diseases,0.877799,0,1
cerebellar_ataxia & neoplasms_connective_and_soft_tissue,cerebellar_ataxia,neoplasms_connective_and_soft_tissue,0.877411,0,1
neoplasms_germ_cell_and_embryonal & sleep_disorders,neoplasms_germ_cell_and_embryonal,sleep_disorders,0.87733,0,1
ovarian_neoplasms & sleep_disorders,ovarian_neoplasms,sleep_disorders,0.87733,0,1
uveitis & varicose_veins,uveitis,varicose_veins,0.877328,0,1
cardiomegaly & cholestasis,cardiomegaly,cholestasis,0.8773,0,1
movement_disorders & myocardial_infarction,movement_disorders,myocardial_infarction,0.877228,0,1
movement_disorders & myocardial_ischemia,movement_disorders,myocardial_ischemia,0.877228,0,1
coronary_artery_disease & movement_disorders,coronary_artery_disease,movement_disorders,0.877214,0,1
asthma & hemorrhagic_disorders,asthma,hemorrhagic_disorders,0.876859,0,1
bone_diseases_metabolic & gout,bone_diseases_metabolic,gout,0.876776,0,1
aneurysm & cholestasis,aneurysm,cholestasis,0.876453,0,1
death_sudden & hyperthyroidism,death_sudden,hyperthyroidism,0.876333,0,1
craniofacial_abnormalities & leukemia_lymphocytic_chronic_b_cell,craniofacial_abnormalities,leukemia_lymphocytic_chronic_b_cell,0.87633,0,1
bone_diseases & macular_degeneration,bone_diseases,macular_degeneration,0.875855,0,1
leukemia & myocardial_ischemia,leukemia,myocardial_ischemia,0.875618,0,1
leukemia & myocardial_infarction,leukemia,myocardial_infarction,0.875618,0,1
coronary_artery_disease & leukemia,coronary_artery_disease,leukemia,0.875605,0,1
breast_diseases & neoplasms_connective_and_soft_tissue,breast_diseases,neoplasms_connective_and_soft_tissue,0.875166,0,1
diabetes_mellitus_type_2 & genital_diseases_male,diabetes_mellitus_type_2,genital_diseases_male,0.874956,0,1
cardiomegaly & leukemia_b_cell,cardiomegaly,leukemia_b_cell,0.874848,0,1
breast_diseases & hypothalamic_diseases,breast_diseases,hypothalamic_diseases,0.874157,0,1
bone_diseases & lymphoma,bone_diseases,lymphoma,0.874057,0,1
aneurysm & spinocerebellar_degenerations,aneurysm,spinocerebellar_degenerations,0.873965,0,1
neoplasms_germ_cell_and_embryonal & prostatic_neoplasms,neoplasms_germ_cell_and_embryonal,prostatic_neoplasms,0.873597,0,1
leukemia_myeloid_acute & varicose_veins,leukemia_myeloid_acute,varicose_veins,0.873597,0,1
genital_diseases_male & respiratory_tract_diseases,genital_diseases_male,respiratory_tract_diseases,0.873515,0,1
blood_platelet_disorders & endocrine_system_diseases,blood_platelet_disorders,endocrine_system_diseases,0.873397,0,1
blood_platelet_disorders & thyroid_diseases,blood_platelet_disorders,thyroid_diseases,0.873397,0,1
carcinoma_renal_cell & spondylitis,carcinoma_renal_cell,spondylitis,0.873308,0,1
crohn_disease & lymphoma,crohn_disease,lymphoma,0.872936,0,1
aneurysm & sleep_disorders,aneurysm,sleep_disorders,0.872774,0,1
spondylarthropathies & uveal_diseases,spondylarthropathies,uveal_diseases,0.872422,0,1
spondylitis & uveal_diseases,spondylitis,uveal_diseases,0.872422,0,1
aneurysm & neoplasms_connective_and_soft_tissue,aneurysm,neoplasms_connective_and_soft_tissue,0.872278,0,1
arterial_occlusive_diseases & nervous_system_diseases,arterial_occlusive_diseases,nervous_system_diseases,0.872139,0,1
cranial_nerve_diseases & leprosy,cranial_nerve_diseases,leprosy,0.872118,0,1
blood_platelet_disorders & dyskinesias,blood_platelet_disorders,dyskinesias,0.871836,0,1
lipidoses & varicose_veins,lipidoses,varicose_veins,0.87183,0,1
alzheimer_disease & pancreatic_diseases,alzheimer_disease,pancreatic_diseases,0.871608,0,1
carcinoma_renal_cell & spondylarthropathies,carcinoma_renal_cell,spondylarthropathies,0.871587,0,1
hypopigmentation & myocardial_infarction,hypopigmentation,myocardial_infarction,0.871134,0,1
hypopigmentation & myocardial_ischemia,hypopigmentation,myocardial_ischemia,0.871134,0,1
coronary_artery_disease & hypopigmentation,coronary_artery_disease,hypopigmentation,0.87112,0,1
diabetes_mellitus_type_1 & macular_degeneration,diabetes_mellitus_type_1,macular_degeneration,0.870919,0,1
joint_diseases & neoplasms,joint_diseases,neoplasms,0.87084,0,1
breast_diseases & diabetes_mellitus_type_1,breast_diseases,diabetes_mellitus_type_1,0.87058,0,1
genital_diseases_male & varicose_veins,genital_diseases_male,varicose_veins,0.870248,0,1
neoplasms & spondylarthropathies,neoplasms,spondylarthropathies,0.870031,0,1
ankylosis & colitis_ulcerative,ankylosis,colitis_ulcerative,0.869808,0,1
ankylosis & stomatognathic_diseases,ankylosis,stomatognathic_diseases,0.869808,0,1
ankylosis & cranial_nerve_diseases,ankylosis,cranial_nerve_diseases,0.869582,0,1
adrenal_gland_diseases & colitis_ulcerative,adrenal_gland_diseases,colitis_ulcerative,0.868874,0,1
diabetes_mellitus_type_1 & hypotrichosis,diabetes_mellitus_type_1,hypotrichosis,0.868605,0,1
ankylosis & liver_cirrhosis,ankylosis,liver_cirrhosis,0.868384,0,1
motor_neuron_disease & prostatic_neoplasms,motor_neuron_disease,prostatic_neoplasms,0.868241,0,1
amyotrophic_lateral_sclerosis & prostatic_neoplasms,amyotrophic_lateral_sclerosis,prostatic_neoplasms,0.868241,0,1
genital_diseases_female & immune_system_diseases,genital_diseases_female,immune_system_diseases,0.867968,0,1
carcinoma_renal_cell & head_and_neck_neoplasms,carcinoma_renal_cell,head_and_neck_neoplasms,0.867833,0,1
adenocarcinoma & endocrine_system_diseases,adenocarcinoma,endocrine_system_diseases,0.867454,0,1
adenocarcinoma & thyroid_diseases,adenocarcinoma,thyroid_diseases,0.867454,0,1
carcinoma_renal_cell & mycobacterium_infections,carcinoma_renal_cell,mycobacterium_infections,0.867212,0,1
celiac_disease & glioma,celiac_disease,glioma,0.867185,0,1
glioma & malabsorption_syndromes,glioma,malabsorption_syndromes,0.867185,0,1
myocardial_infarction & stomatognathic_diseases,myocardial_infarction,stomatognathic_diseases,0.866664,0,1
myocardial_ischemia & stomatognathic_diseases,myocardial_ischemia,stomatognathic_diseases,0.866664,0,1
coronary_artery_disease & stomatognathic_diseases,coronary_artery_disease,stomatognathic_diseases,0.86665,0,1
heart_arrest & pancreatic_diseases,heart_arrest,pancreatic_diseases,0.866545,0,1
asthma & basal_ganglia_diseases,asthma,basal_ganglia_diseases,0.866212,0,1
genital_diseases_male & spondylitis,genital_diseases_male,spondylitis,0.866207,0,1
arterial_occlusive_diseases & cholestasis,arterial_occlusive_diseases,cholestasis,0.865855,0,1
glioma & parkinsonian_disorders,glioma,parkinsonian_disorders,0.865831,0,1
adenocarcinoma & diabetes_mellitus_type_1,adenocarcinoma,diabetes_mellitus_type_1,0.865631,0,1
bone_diseases_metabolic & lipid_metabolism_disorders,bone_diseases_metabolic,lipid_metabolism_disorders,0.865578,0,1
genital_diseases_male & muscular_diseases,genital_diseases_male,muscular_diseases,0.865398,0,1
adenocarcinoma & diabetes_mellitus_type_2,adenocarcinoma,diabetes_mellitus_type_2,0.865375,0,1
arthritis_rheumatoid & lymphatic_diseases,arthritis_rheumatoid,lymphatic_diseases,0.865144,0,1
genital_diseases_male & spondylarthropathies,genital_diseases_male,spondylarthropathies,0.864725,0,1
cardiomyopathies & osteoporosis,cardiomyopathies,osteoporosis,0.863969,0,1
cardiomyopathy_hypertrophic & osteoporosis,cardiomyopathy_hypertrophic,osteoporosis,0.863969,0,1
cardiomyopathies & exophthalmos,cardiomyopathies,exophthalmos,0.863828,0,1
cardiomyopathy_hypertrophic & exophthalmos,cardiomyopathy_hypertrophic,exophthalmos,0.863828,0,1
adrenal_gland_diseases & myocardial_ischemia,adrenal_gland_diseases,myocardial_ischemia,0.863729,0,1
adrenal_gland_diseases & coronary_artery_disease,adrenal_gland_diseases,coronary_artery_disease,0.863715,0,1
cardiomyopathies & lymphatic_diseases,cardiomyopathies,lymphatic_diseases,0.863295,0,1
cardiomyopathy_hypertrophic & lymphatic_diseases,cardiomyopathy_hypertrophic,lymphatic_diseases,0.863295,0,1
arrhythmias_cardiac & spinal_cord_diseases,arrhythmias_cardiac,spinal_cord_diseases,0.863268,0,1
bile_duct_diseases & leukemia_lymphocytic_chronic_b_cell,bile_duct_diseases,leukemia_lymphocytic_chronic_b_cell,0.862894,0,1
anemia_aplastic & parkinsonian_disorders,anemia_aplastic,parkinsonian_disorders,0.86267,0,1
cardiovascular_diseases & ovarian_diseases,cardiovascular_diseases,ovarian_diseases,0.862237,0,1
adrenal_gland_diseases & spondylitis_ankylosing,adrenal_gland_diseases,spondylitis_ankylosing,0.862198,0,1
colorectal_neoplasms & dyskinesias,colorectal_neoplasms,dyskinesias,0.861533,0,1
carcinoma_renal_cell & cardiomegaly,carcinoma_renal_cell,cardiomegaly,0.86127,0,1
colitis_ulcerative & lipid_metabolism_disorders,colitis_ulcerative,lipid_metabolism_disorders,0.86073,0,1
cholestasis & epilepsy,cholestasis,epilepsy,0.860268,0,1
basal_ganglia_diseases & uveitis,basal_ganglia_diseases,uveitis,0.860255,0,1
genital_diseases_male & peripheral_nervous_system_diseases,genital_diseases_male,peripheral_nervous_system_diseases,0.860067,0,1
